Date;Platform;build_version;client_id;outcome;experience_points
2015-11-22;PS4;1.0.1;p01c2p4dd3p;win;384.36477053044
2015-12-10;PS4;1.0.2;p2b64p4432p;win;537.64831704334
2015-12-03;PC;1.0.1;p4261p44e7p;win;372.749108347579
2015-11-31;PC;1.0.1;pedc6p11e6p;win;434.517461038067
2015-11-26;PC;1.0.1;p6d6fp4c63p;win;459.843886214472
2015-11-24;PC;1.0.1;pbdczp11e6p;lose;417.44098587492
2015-12-06;PC;1.0.2;pe49cp4db2p;win;412.713839401812
2015-11-14;PC;1.0.1;p1z6bp11e7p;win;530.980362591243
2015-12-12;PC;1.0.2;pc8z3p11e6p;lose;506.12101750123
2015-12-06;PS4;1.0.2;pb00ap4809p;lose;537.480623339918
2015-11-18;PC;1.0.1;pc14ap11e6p;lose;511.921661987745
2015-12-08;PC;1.0.2;pc369p11e6p;win;341.634529213084
2015-11-29;PC;1.0.1;p3f92p401bp;win;575.900550608045
2015-12-06;PS4;1.0.2;p8767p11e7p;lose;427.703470886043
2015-12-12;PC;1.0.2;p867ap4d66p;win;368.915601519582
2015-11-31;PC;1.0.1;p0130p479bp;lose;297.512331288841
2015-12-08;PS4;1.0.2;p24c6p4bebp;win;441.13426585568
2015-11-14;PC;1.0.1;pc3d2p11e6p;lose;443.316521301979
2015-11-25;PS4;1.0.1;p3329p46f7p;win;430.664970824745
2015-11-26;PS4;1.0.1;pc83zp41cbp;win;535.603381906041
2015-11-15;PC;1.0.1;p627dp11e7p;win;303.913966050481
2015-12-03;PC;1.0.1;p9827p4272p;win;390.285181725992
2015-11-19;PC;1.0.1;p92c4p11e7p;lose;315.7464674767
2015-11-26;PC;1.0.1;p873fp11e7p;win;443.73104336397
2015-12-07;PC;1.0.2;p98ccp11e7p;win;302.377601215194
2015-11-17;PS4;1.0.1;p89e4p11e7p;win;445.225414130344
2015-11-19;PC;1.0.1;p834zp49b6p;lose;466.584574322513
2015-12-06;PC;1.0.2;pbf0cp11e6p;lose;310.956301733619
2015-11-23;PC;1.0.1;p97dbp436bp;lose;512.340423310028
2015-12-10;PS4;1.0.2;p36d7p43b8p;lose;503.511592334046
2015-11-22;PS4;1.0.1;p7a73p4022p;win;483.135547840037
2015-12-12;PC;1.0.2;p7a36p4f3ap;lose;313.937191450097
2015-12-03;PC;1.0.1;p08c6p468ep;lose;388.138905402167
2015-11-12;PC;1.0.1;pe8e7p40a9p;lose;322.54035123957
2015-12-08;PS4;1.0.2;p869ep4601p;win;469.705670583127
2015-12-10;PS4;1.0.2;p4378p41b3p;win;460.977592489706
2015-12-07;PC;1.0.2;pcb66p11e6p;lose;535.298423352735
2015-12-03;PC;1.0.1;p3f92p401bp;win;344.584131322826
2015-11-31;PC;1.0.1;pccbcp11e6p;win;566.372056063181
2015-11-13;PS4;1.0.1;pz66zp11e7p;win;326.402091331237
2015-12-08;PC;1.0.2;pbdd3p11e6p;lose;308.909367829082
2015-12-07;PC;1.0.2;p9961p11e7p;win;426.812397400783
2015-11-28;PC;1.0.1;pc47dp11e6p;win;416.458417625213
2015-12-01;PS4;1.0.1;p2d69p4a0zp;win;397.029477349604
2015-11-20;PC;1.0.1;pca23p11e6p;lose;268.722185515811
2015-11-22;PC;1.0.1;p9cadp40ebp;lose;503.296396345462
2015-11-23;PC;1.0.1;pca23p11e6p;win;495.240839357792
2015-11-20;PC;1.0.1;p149cp11e7p;lose;394.225545196873
2015-11-31;PC;1.0.1;pzfefp414zp;win;352.832060757328
2015-11-29;PC;1.0.1;pc42ap11e6p;win;371.837332635903
2015-12-09;PS4;1.0.2;p8b13p4704p;lose;378.731852420678
2015-11-27;PC;1.0.1;p20d4p440fp;win;544.820716766146
2015-11-26;PC;1.0.1;pbd8bp11e6p;lose;404.362161120761
2015-11-14;PS4;1.0.1;p9fcbp11e7p;win;465.359958291526
2015-12-04;PC;1.0.2;pd0f8p11e6p;lose;540.874760681189
2015-11-24;PS4;1.0.1;pcb3bp474ap;lose;366.843367451769
2015-11-19;PC;1.0.1;p9989p11e7p;win;478.308089039853
2015-12-11;PS4;1.0.2;p67e1p41eep;win;596.721963929117
2015-11-14;PC;1.0.1;p4zbdp4c7bp;lose;513.344867903533
2015-12-01;PS4;1.0.1;p897dp11e7p;win;328.583915611302
2015-11-13;PC;1.0.1;pcz6cp4z0ap;lose;449.067603082476
2015-12-07;PC;1.0.2;pc3d8p11e6p;win;545.619291394629
2015-11-22;PS4;1.0.1;p8b64p11e7p;lose;291.934648573443
2015-12-01;PS4;1.0.1;p9zaep11e7p;lose;362.431653901065
2015-11-20;PS4;1.0.1;p77aap48eap;lose;329.747509476776
2015-11-13;PS4;1.0.1;p9b1fp4202p;win;336.218611986192
2015-11-29;PS4;1.0.1;pa968p11e7p;win;322.811579839079
2015-11-22;PS4;1.0.1;paa0ap4c0dp;win;312.415000057764
2015-11-22;PC;1.0.1;pc97bp11e6p;lose;419.678117794506
2015-12-10;PC;1.0.2;p8b63p11e7p;lose;480.63633705321
2015-11-28;PC;1.0.1;p960ap4ze8p;win;498.679980211402
2015-12-08;PC;1.0.2;p42c0p47a9p;win;500.318787331026
2015-11-24;PC;1.0.1;p264ep4c76p;lose;284.508482148152
2015-11-23;PC;1.0.1;pa088p4azzp;win;481.024299171428
2015-11-23;PC;1.0.1;pbe8dp11e6p;win;468.847551282851
2015-11-17;PS4;1.0.1;pd46fp48fcp;win;290.327493326054
2015-12-11;PS4;1.0.2;p3f42p48a4p;win;332.585146175838
2015-11-27;PS4;1.0.1;p231ep4ebbp;lose;431.684171955868
2015-11-20;PS4;1.0.1;pb00ap4809p;win;532.402103126462
2015-11-14;PC;1.0.1;pb432p471fp;win;356.38437454201
2015-12-01;PC;1.0.1;p9d43p4642p;lose;301.429585914971
2015-11-29;PC;1.0.1;pbe72p11e6p;win;325.939972356771
2015-12-01;PC;1.0.1;p9899p11e7p;win;387.352700058675
2015-12-03;PS4;1.0.1;p1e62p4b37p;win;476.891078956222
2015-11-30;PC;1.0.1;p6effp11e7p;win;435.139271248421
2015-11-15;PC;1.0.1;pbe99p11e6p;lose;469.048483947444
2015-12-11;PS4;1.0.2;p982ep4339p;win;302.541069995814
2015-12-03;PC;1.0.1;p2ezzp4498p;lose;277.104040851737
2015-11-26;PC;1.0.1;pzf01p11e7p;win;328.946910942975
2015-12-12;PS4;1.0.2;pbb2zp47b2p;win;490.678060474196
2015-12-02;PC;1.0.1;pc8zdp40b7p;win;318.855157046926
2015-11-17;PC;1.0.1;pdaffp46dcp;win;540.11847682384
2015-11-15;PC;1.0.1;pc867p44afp;win;357.502397755719
2015-12-10;PS4;1.0.2;p9aa4p11e7p;win;513.750749878428
2015-11-30;PC;1.0.1;p7a1fp4989p;lose;361.113507540043
2015-12-08;PC;1.0.2;pbe02p11e6p;win;322.354175547834
2015-12-08;PS4;1.0.2;p8a88p4701p;lose;312.763034410046
2015-11-15;PC;1.0.1;p1c08p460dp;win;315.914584403227
2015-11-18;PC;1.0.1;pfb0bp4229p;win;435.119140934062
2015-11-29;PS4;1.0.1;pff9ep4aeep;win;546.572649004045
2015-12-07;PC;1.0.2;pa00cp4f31p;lose;548.648931318323
2015-11-22;PC;1.0.1;pe8e7p40a9p;win;414.509443075612
2015-11-21;PS4;1.0.1;p84f6p4d8ep;lose;332.078343394634
2015-11-30;PS4;1.0.1;p63z4p492fp;lose;451.605660273438
2015-12-07;PS4;1.0.2;p69c6p43cfp;lose;419.918006500284
2015-11-27;PS4;1.0.1;paa7ap4913p;win;327.79297221709
2015-11-24;PS4;1.0.1;pcb3bp474ap;win;326.535219788445
2015-11-24;PC;1.0.1;pe8dzp11e6p;lose;310.54082834152
2015-11-18;PS4;1.0.1;p7ef7p11e7p;win;350.357836414425
2015-11-31;PC;1.0.1;pca88p4c4fp;lose;473.308542030158
2015-12-10;PC;1.0.2;p8e3ap4e0zp;win;312.168275750589
2015-12-01;PC;1.0.1;pc478p11e6p;win;434.919568526574
2015-11-30;PC;1.0.1;p6f0cp11e7p;win;322.073558026721
2015-12-11;PS4;1.0.2;pbbc4p4b62p;win;300.947841728881
2015-11-13;PS4;1.0.1;pb00ap4809p;lose;322.355808684332
2015-12-06;PS4;1.0.2;p7af9p47b2p;lose;273.086004381436
2015-11-14;PC;1.0.1;p6a18p4684p;lose;389.452943172912
2015-11-19;PS4;1.0.1;p90z0p11e7p;lose;461.875532597823
2015-11-18;PC;1.0.1;pd8f7p11e6p;lose;449.622238866842
2015-12-02;PS4;1.0.1;p8zfep11e7p;win;474.873667301023
2015-11-21;PC;1.0.1;pbdf0p11e6p;win;304.308749272562
2015-11-24;PC;1.0.1;pz760p11e7p;win;429.974456803267
2015-11-21;PS4;1.0.1;p0299p4e22p;lose;443.610684274231
2015-11-23;PS4;1.0.1;p63z4p492fp;lose;275.3920425605
2015-11-31;PC;1.0.1;pbd94p11e6p;lose;260.064398247296
2015-12-06;PS4;1.0.2;pz806p11e7p;lose;551.843984465719
2015-11-21;PC;1.0.1;pccbcp11e6p;win;306.864887103746
2015-12-06;PS4;1.0.2;p89e4p11e7p;win;348.309871794683
2015-11-16;PC;1.0.1;pzb7zp4d84p;win;444.59576244106
2015-11-28;PC;1.0.1;p164dp4a4ap;lose;386.810476777251
2015-11-24;PC;1.0.1;pbe0dp11e6p;lose;292.745170085674
2015-12-09;PS4;1.0.2;p6af3p44b7p;lose;461.546098751236
2015-11-23;PC;1.0.1;p20d4p440fp;win;363.541287190901
2015-11-19;PC;1.0.1;p6d6fp4c63p;win;313.264289080412
2015-12-04;PS4;1.0.2;p2f90p4fc7p;lose;273.758789189679
2015-12-08;PC;1.0.2;pc1dep4af3p;lose;449.879539381756
2015-11-23;PC;1.0.1;pfaz4p40e4p;win;283.275906024275
2015-11-29;PS4;1.0.1;p268fp4813p;win;538.849511811206
2015-12-03;PS4;1.0.1;p8bccp4379p;win;512.43084631273
2015-12-05;PS4;1.0.2;pfc14p4c2ep;lose;478.890455375682
2015-11-25;PC;1.0.1;p18bap11e7p;win;316.075060771438
2015-11-17;PC;1.0.1;p0f3cp44aep;lose;375.873106187331
2015-11-15;PS4;1.0.1;pb00ap4809p;win;546.956967246175
2015-11-29;PC;1.0.1;pd942p11e6p;win;313.129829469574
2015-12-06;PC;1.0.2;pc8dcp43bdp;win;491.846141533831
2015-12-08;PC;1.0.2;pbe26p11e6p;win;303.401338746151
2015-11-29;PS4;1.0.1;p268fp4813p;lose;261.67292600525
2015-11-20;PS4;1.0.1;p63z4p492fp;lose;279.018380124624
2015-11-29;PS4;1.0.1;pf048p4bb6p;win;346.107450579362
2015-12-03;PC;1.0.1;pc4a3p11e6p;win;472.739886214886
2015-12-05;PC;1.0.2;p6azcp11e7p;lose;532.428785020767
2015-12-06;PC;1.0.2;p90zep11e7p;lose;272.395608914488
2015-12-10;PS4;1.0.2;p9c9dp11e7p;lose;536.563293051773
2015-11-25;PS4;1.0.1;p1ae0p4800p;win;463.060476998732
2015-12-06;PC;1.0.2;pbd8zp11e6p;win;492.478102917299
2015-11-29;PC;1.0.1;p3d76p11e7p;lose;304.800582600266
2015-12-10;PS4;1.0.2;pz7d4p4392p;win;491.269330584585
2015-12-06;PC;1.0.2;p16f2p11e7p;win;424.548667733941
2015-12-05;PC;1.0.2;p42abp11e7p;win;306.71709877403
2015-11-25;PC;1.0.1;p08bap4f1ep;win;408.694964046802
2015-11-30;PS4;1.0.1;p231ep4ebbp;lose;382.026302175447
2015-12-07;PC;1.0.2;pfaefp4278p;win;498.27841111303
2015-12-07;PS4;1.0.2;p7dbep11e7p;lose;510.017103447544
2015-12-04;PS4;1.0.2;pzac7p11e7p;lose;515.624543805111
2015-11-21;PS4;1.0.1;p7bd9p11e7p;lose;473.131929091874
2015-11-12;PS4;1.0.1;pzd83p48abp;win;343.931906801299
2015-12-10;PS4;1.0.2;p906cp4c6fp;win;347.123194683076
2015-12-09;PS4;1.0.2;p3f42p48a4p;lose;365.236517583819
2015-12-07;PS4;1.0.2;pczbap4facp;lose;272.855413894719
2015-11-29;PC;1.0.1;p86a1p4bz8p;win;376.37707790164
2015-11-26;PC;1.0.1;p996zp11e7p;lose;405.771388142533
2015-12-10;PS4;1.0.2;pz808p11e7p;win;582.454087596263
2015-12-02;PS4;1.0.1;pzzd3p11e7p;lose;420.910831954438
2015-12-09;PC;1.0.2;p4bb6p11e7p;win;410.143661011738
2015-11-25;PC;1.0.1;pcz3ep11e6p;win;428.641740977792
2015-11-30;PS4;1.0.1;pz222p4e68p;lose;341.584130905403
2015-12-06;PC;1.0.2;p9961p11e7p;win;330.776658951875
2015-11-12;PC;1.0.1;pc099p11e6p;win;514.90748250816
2015-12-11;PC;1.0.2;pza3dp41a6p;lose;342.769050876045
2015-11-28;PC;1.0.1;pcz3ep11e6p;lose;358.625226817738
2015-11-23;PC;1.0.1;p7dzep4fdbp;lose;498.24994418932
2015-12-07;PS4;1.0.2;p12f3p416ep;win;337.936407502611
2015-11-31;PC;1.0.1;pbezfp11e6p;lose;267.698803593051
2015-11-13;PS4;1.0.1;p7dz6p4011p;win;413.280343320601
2015-11-24;PC;1.0.1;p8331p11e7p;lose;515.057227233943
2015-11-22;PS4;1.0.1;p01c2p4dd3p;win;432.41794943236
2015-11-28;PC;1.0.1;p1624p11e7p;win;379.235815480925
2015-11-16;PC;1.0.1;pz760p11e7p;win;418.034526924798
2015-11-26;PC;1.0.1;pf77ep4379p;win;501.962002599828
2015-11-27;PC;1.0.1;pbd8fp11e6p;win;394.881937212054
2015-12-02;PC;1.0.1;pcb49p4849p;lose;332.643385233071
2015-11-23;PS4;1.0.1;pc8b8p4694p;lose;518.702591391902
2015-12-09;PC;1.0.2;pbcb8p472cp;lose;480.027369818712
2015-11-16;PS4;1.0.1;pzd03p4d26p;win;418.077219423889
2015-12-06;PS4;1.0.2;p8b64p11e7p;win;602.301823778595
2015-11-30;PC;1.0.1;pee0ap47d6p;win;405.590958847209
2015-12-04;PC;1.0.2;p1802p4ae2p;win;523.481846097485
2015-11-12;PC;1.0.1;pe6f1p44b0p;lose;387.620433529137
2015-11-26;PS4;1.0.1;p28efp4zzep;lose;271.42883154383
2015-11-16;PC;1.0.1;p9989p11e7p;lose;314.832343379509
2015-11-20;PC;1.0.1;p490cp11e7p;win;441.419084498376
2015-11-26;PC;1.0.1;pcacdp11e6p;lose;367.054892135535
2015-12-05;PC;1.0.2;pze4dp11e7p;win;440.089471029763
2015-11-27;PC;1.0.1;pe6f1p44b0p;lose;361.604532889599
2015-11-28;PC;1.0.1;pbdezp11e6p;lose;296.580966162817
2015-11-29;PC;1.0.1;p61fzp11e7p;win;465.617989881601
2015-11-20;PC;1.0.1;p3992p11e7p;win;533.691870879883
2015-12-04;PC;1.0.2;pbd8bp11e6p;lose;355.261959063286
2015-11-30;PC;1.0.1;p83a1p4ebzp;lose;388.895707798316
2015-12-04;PS4;1.0.2;p13c4p42d6p;lose;546.158530704915
2015-12-09;PS4;1.0.2;pf78bp42b3p;lose;501.085673093331
2015-12-05;PC;1.0.2;p2be0p4db2p;win;524.996621493959
2015-12-06;PS4;1.0.2;p2b64p4432p;win;595.494704954071
2015-12-02;PC;1.0.1;p2f4cp11e7p;win;472.577051150263
2015-11-31;PC;1.0.1;pz60zp4fc6p;lose;334.622029616569
2015-11-15;PC;1.0.1;peafzp11e6p;win;433.045002007503
2015-11-26;PS4;1.0.1;pz710p11e7p;lose;502.283446956752
2015-12-07;PC;1.0.2;pbe03p11e6p;lose;390.996185000746
2015-11-18;PC;1.0.1;p1802p4ae2p;lose;391.828694322091
2015-12-10;PC;1.0.2;p299ep4zbap;lose;510.303637297675
2015-12-04;PS4;1.0.2;pdfbzp47fzp;lose;278.488509789539
2015-11-23;PC;1.0.1;pf9b8p11e6p;win;546.969536598863
2015-12-07;PC;1.0.2;pcd7cp4fb3p;win;351.253638591069
2015-11-29;PC;1.0.1;p4261p44e7p;lose;397.074657729545
2015-11-30;PC;1.0.1;p6z03p4f02p;lose;318.003560235159
2015-12-05;PC;1.0.2;pe2fep4ezzp;lose;489.549382270194
2015-12-10;PC;1.0.2;p8476p4839p;lose;491.871627832056
2015-12-08;PC;1.0.2;p3bf2p47z0p;lose;336.779071105781
2015-12-02;PC;1.0.1;p20d4p440fp;win;470.418623449776
2015-11-13;PC;1.0.1;pc3d8p11e6p;lose;359.49392814538
2015-12-05;PC;1.0.2;pc2e0p11e6p;win;505.592705780485
2015-11-18;PC;1.0.1;peb06p4dbbp;win;419.973104745912
2015-11-24;PC;1.0.1;pf499p472fp;lose;474.255176935361
2015-12-07;PS4;1.0.2;p7436p42z6p;lose;394.693769798124
2015-11-27;PC;1.0.1;p1c08p460dp;lose;331.839713099848
2015-11-17;PC;1.0.1;pbe99p11e6p;lose;302.548402054834
2015-12-01;PS4;1.0.1;pb33ep40aap;win;542.866401962114
2015-12-11;PC;1.0.2;p1624p11e7p;win;507.832034292168
2015-11-16;PC;1.0.1;pbe78p11e6p;win;504.591499689299
2015-12-03;PC;1.0.1;pbe99p11e6p;win;398.732595422769
2015-11-28;PS4;1.0.1;p7aczp41bdp;lose;376.912242656526
2015-12-06;PC;1.0.2;p71f8p43fep;lose;340.146174812518
2015-12-10;PC;1.0.2;pbddap11e6p;win;328.95142146032
2015-11-30;PC;1.0.1;p6360p11e7p;win;329.480186558992
2015-11-31;PS4;1.0.1;p8b64p11e7p;lose;468.798826985144
2015-11-21;PS4;1.0.1;pd80ap40zcp;lose;286.350705159169
2015-12-06;PS4;1.0.2;p4e43p4c3fp;win;508.005886074641
2015-11-18;PS4;1.0.1;p7a73p4022p;win;418.861244587454
2015-11-24;PC;1.0.1;pd84cp497dp;lose;463.503182269187
2015-11-17;PS4;1.0.1;pz66zp11e7p;lose;513.411592952369
2015-12-06;PC;1.0.2;pc8z9p4c16p;win;356.680138226324
2015-11-30;PC;1.0.1;pbecap11e6p;win;461.853461474076
2015-12-04;PS4;1.0.2;pz98fp4db0p;lose;276.884267567872
2015-12-10;PS4;1.0.2;p9bz8p11e7p;win;461.420688101584
2015-12-04;PS4;1.0.2;p36d7p43b8p;win;427.443456206787
2015-12-10;PS4;1.0.2;p94z9p4218p;lose;427.607494312795
2015-12-05;PC;1.0.2;p4cd8p4a6fp;lose;338.037226846828
2015-12-11;PC;1.0.2;p3763p43ezp;win;516.731679978269
2015-11-21;PC;1.0.1;p8zc0p11e7p;win;384.899273148756
2015-12-12;PS4;1.0.2;pd80ap40zcp;lose;452.275532298848
2015-11-24;PS4;1.0.1;pcb3bp474ap;lose;300.097391038734
2015-11-25;PC;1.0.1;pzd27p40edp;lose;508.77095625192
2015-12-04;PS4;1.0.2;p0299p4e22p;win;550.240983790975
2015-11-24;PS4;1.0.1;p203cp4287p;lose;306.639922837083
2015-11-16;PC;1.0.1;p8bbep11e7p;win;410.479783996691
2015-11-21;PC;1.0.1;p34fcp11e7p;lose;343.248675878036
2015-11-25;PC;1.0.1;p16dbp4e30p;win;357.390637688553
2015-11-26;PC;1.0.1;pd6zap11e6p;win;555.033261122092
2015-11-20;PC;1.0.1;p30dbp414ap;lose;388.524269849317
2015-11-17;PC;1.0.1;p98f8p11e7p;lose;382.690824714684
2015-11-30;PC;1.0.1;pb67dp4zbzp;win;435.413161899564
2015-11-15;PC;1.0.1;pf77ep4379p;lose;403.069512019715
2015-11-30;PC;1.0.1;p31d7p4bz7p;win;499.07467336913
2015-11-17;PC;1.0.1;p61fzp11e7p;lose;277.11631156997
2015-12-02;PS4;1.0.1;pcb3bp474ap;win;291.190149376702
2015-12-07;PS4;1.0.2;p84f3p48a8p;lose;442.753643240938
2015-12-09;PC;1.0.2;p7a48p11e7p;win;601.435000784265
2015-11-28;PS4;1.0.1;pf30dp41a0p;win;304.56326981346
2015-11-26;PC;1.0.1;p8aa9p4f4dp;win;364.973120851586
2015-11-30;PC;1.0.1;pe8afp11e6p;lose;305.623725585807
2015-12-06;PC;1.0.2;pc22dp11e6p;lose;305.985726622082
2015-12-10;PC;1.0.2;p123cp11e7p;win;375.962932095445
2015-11-25;PS4;1.0.1;p1ae0p4800p;win;528.813601251641
2015-12-05;PC;1.0.2;pd0f8p11e6p;lose;305.426470402503
2015-11-18;PC;1.0.1;p2fd9p11e7p;lose;359.36600925407
2015-12-07;PC;1.0.2;p3fa2p11e7p;lose;460.315103935037
2015-12-04;PC;1.0.2;p4823p11e7p;lose;504.778068223977
2015-11-17;PC;1.0.1;p999fp11e7p;win;502.12172029571
2015-12-08;PC;1.0.2;pcd7cp4fb3p;lose;509.153134740679
2015-11-29;PC;1.0.1;p61fzp11e7p;win;327.748403192915
2015-11-18;PC;1.0.1;p3z8fp40a8p;lose;464.940368626437
2015-11-17;PC;1.0.1;pc478p11e6p;win;310.414114218415
2015-11-20;PS4;1.0.1;p0c46p487ap;win;542.605905529284
2015-12-10;PC;1.0.2;pfb36p11e6p;win;303.463938662003
2015-12-06;PS4;1.0.2;pfcfzp4z4dp;win;420.043051747122
2015-12-07;PC;1.0.2;p74bcp11e7p;win;414.97856473151
2015-11-24;PS4;1.0.1;p63z4p492fp;win;386.012015091963
2015-11-29;PS4;1.0.1;pe9a6p4db2p;lose;261.870503666228
2015-11-16;PS4;1.0.1;p3f96p4644p;win;313.835918568123
2015-11-17;PC;1.0.1;pa99dp48a7p;lose;369.325211470501
2015-11-15;PC;1.0.1;p1e3bp11e7p;lose;382.87123470645
2015-11-13;PC;1.0.1;p9a77p4zf6p;win;554.511942631475
2015-11-25;PS4;1.0.1;pf4bbp4e69p;win;400.92003793277
2015-12-07;PC;1.0.2;p9z47p4ac6p;lose;408.520482913025
2015-11-24;PS4;1.0.1;pz710p11e7p;lose;276.981908633149
2015-11-17;PC;1.0.1;pca23p11e6p;win;335.64634311763
2015-12-08;PS4;1.0.2;pz796p11e7p;lose;405.274111610268
2015-12-05;PC;1.0.2;pedbzp442cp;lose;485.823817484894
2015-12-07;PS4;1.0.2;p3d81p4z7bp;lose;529.178064927394
2015-12-05;PC;1.0.2;p1624p11e7p;win;459.839776964822
2015-11-19;PS4;1.0.1;pzd8fp11e7p;win;402.493230952867
2015-11-24;PC;1.0.1;pc3z4p11e6p;lose;381.198771572169
2015-11-23;PC;1.0.1;p97dbp436bp;lose;385.605772435035
2015-11-15;PC;1.0.1;pbebfp11e6p;lose;443.041613651571
2015-12-05;PS4;1.0.2;p7df8p42e4p;win;446.333918114811
2015-12-09;PS4;1.0.2;p71fzp11e7p;win;583.918256171468
2015-12-08;PS4;1.0.2;pd6bep422ap;win;398.316951064757
2015-11-22;PC;1.0.1;p3763p43ezp;win;560.993577895834
2015-11-23;PC;1.0.1;pbd8bp11e6p;win;320.805780783937
2015-12-06;PS4;1.0.2;pz839p11e7p;lose;398.891005773609
2015-11-15;PC;1.0.1;p1z6bp11e7p;win;284.668888539465
2015-12-12;PS4;1.0.2;pc968p4z0bp;lose;329.266109359119
2015-11-30;PC;1.0.1;pczabp11e6p;lose;335.192677691833
2015-12-02;PS4;1.0.1;p08dzp4ed8p;win;412.415851605418
2015-12-08;PC;1.0.2;p2be0p4db2p;lose;513.477307360541
2015-12-06;PC;1.0.2;pzfefp414zp;win;394.693678491979
2015-11-25;PC;1.0.1;pbdczp11e6p;win;493.292753041636
2015-12-07;PS4;1.0.2;pz7b7p11e7p;win;554.452182920825
2015-11-25;PC;1.0.1;p8zc0p11e7p;lose;393.720845015632
2015-11-18;PC;1.0.1;pd478p4927p;win;541.855388391967
2015-12-11;PC;1.0.2;pbe72p11e6p;win;448.227046320798
2015-12-04;PC;1.0.2;pbd92p11e6p;lose;320.825184573375
2015-11-14;PC;1.0.1;p24cep11e7p;win;427.357341160592
2015-11-12;PC;1.0.1;pfb36p11e6p;lose;354.850566360109
2015-12-09;PS4;1.0.2;p8b64p11e7p;win;306.888928763077
2015-12-09;PC;1.0.2;pc6c4p11e6p;win;511.212583282656
2015-11-28;PS4;1.0.1;pf9cfp46d8p;win;538.331546253941
2015-12-05;PC;1.0.2;p491ep11e7p;win;400.103057025826
2015-11-26;PS4;1.0.1;pcb3bp474ap;win;318.339297085022
2015-12-10;PC;1.0.2;p2be0p4db2p;win;496.083885579886
2015-11-29;PS4;1.0.1;p7277p11e7p;lose;513.01755440548
2015-11-25;PC;1.0.1;pdaf1p11e6p;win;327.651614056388
2015-11-15;PC;1.0.1;p999fp11e7p;win;506.600937258769
2015-11-23;PC;1.0.1;p42c0p47a9p;lose;410.97381125891
2015-11-19;PC;1.0.1;pc4cap46zep;win;484.087422499503
2015-11-21;PS4;1.0.1;pz49zp4398p;win;345.751899904648
2015-11-28;PS4;1.0.1;paa0ap4c0dp;lose;438.637449772669
2015-11-24;PC;1.0.1;p8db3p4f3zp;win;526.552624379116
2015-12-08;PC;1.0.2;p07ffp11e7p;win;360.488131329692
2015-11-17;PS4;1.0.1;p0c46p487ap;win;435.466207109795
2015-12-10;PS4;1.0.2;pz7d4p4392p;lose;342.020663231691
2015-11-14;PC;1.0.1;pcfc3p11e6p;lose;461.875460462215
2015-12-03;PC;1.0.1;p12f7p4fcdp;lose;262.447438244776
2015-11-31;PC;1.0.1;p34f0p4e4ap;lose;285.269943701878
2015-12-05;PC;1.0.2;pa6e6p11e7p;lose;402.526766063774
2015-12-12;PS4;1.0.2;p2902p47d1p;lose;325.20859531937
2015-11-24;PS4;1.0.1;p866ap11e7p;lose;464.742889093678
2015-12-03;PS4;1.0.1;pe677p484bp;win;336.646643170284
2015-11-28;PC;1.0.1;p48fap4b06p;win;432.848870549171
2015-11-22;PC;1.0.1;p9a28p11e7p;win;403.961512628976
2015-11-14;PC;1.0.1;pbe09p11e6p;lose;450.659334815043
2015-12-12;PS4;1.0.2;p393ep43e8p;lose;278.326331014375
2015-12-10;PS4;1.0.2;p2778p46acp;win;377.092297771126
2015-11-31;PC;1.0.1;pe227p11e6p;lose;316.848523863482
2015-11-25;PC;1.0.1;p4989p488ap;lose;331.951875607026
2015-11-19;PC;1.0.1;p980bp11e7p;lose;311.412863884886
2015-11-17;PC;1.0.1;pb7f7p4c34p;lose;524.373775252502
2015-12-06;PS4;1.0.2;p99dfp11e7p;win;367.900694019312
2015-12-11;PS4;1.0.2;pc9a4p4ffap;lose;538.341266227175
2015-12-04;PC;1.0.2;pe6f1p44b0p;win;501.891731023454
2015-11-17;PS4;1.0.1;pa463p4c99p;win;468.666934383033
2015-12-06;PC;1.0.2;p3z6ep4bacp;lose;282.295754528821
2015-12-02;PS4;1.0.1;pb00ap4809p;win;523.402522773526
2015-12-01;PS4;1.0.1;p0z1cp4a33p;win;345.272459071552
2015-12-12;PC;1.0.2;peb06p4dbbp;win;428.410663322924
2015-12-08;PS4;1.0.2;p9071p43f7p;lose;527.074399886094
2015-12-09;PC;1.0.2;pbe2bp11e6p;lose;360.387915635617
2015-12-07;PC;1.0.2;pc6c4p11e6p;lose;335.083453767531
2015-11-16;PS4;1.0.1;pzd03p4d26p;win;479.129769979881
2015-12-11;PS4;1.0.2;p83a3p4694p;win;301.228269326269
2015-11-25;PS4;1.0.1;p149fp4082p;win;330.549972314465
2015-12-10;PC;1.0.2;pbcb8p472cp;win;318.805445563147
2015-12-11;PS4;1.0.2;p8fd4p4280p;win;477.305331392227
2015-11-12;PC;1.0.1;p7492p11e7p;lose;412.431651586627
2015-11-24;PC;1.0.1;pc2e0p11e6p;lose;487.769870279871
2015-11-26;PS4;1.0.1;p1bb8p40f9p;win;324.912048162741
2015-11-13;PC;1.0.1;p803cp4717p;lose;453.682840648962
2015-12-05;PC;1.0.2;p236dp11e7p;win;298.566735583435
2015-12-07;PS4;1.0.2;p9b64p11e7p;lose;544.004199735044
2015-11-27;PC;1.0.1;pca83p4264p;win;491.083811905418
2015-12-03;PC;1.0.1;pd77zp11e6p;lose;403.677295527042
