store_item_name;client_id;Date;dollar_spent
pack_e;p6f2dp11e7p;2015-11-24;5
pack_e;p9bb8p11e7p;2015-11-13;5
pack_e;p330fp4736p;2015-12-07;5
bundle_2;pe997p11e6p;2015-11-18;1.5
pack_e;pazfap11e7p;2015-12-12;5
bundle_9;pbfa9p11e6p;2015-12-03;18.5
pack_c;p0f0ap4801p;2015-11-19;1.99
bundle_10;p1z67p4e19p;2015-12-01;18.5
pack_c;p04z3p47z3p;2015-11-19;1.99
pack_a;p2cf9p4f10p;2015-11-21;0.99
pack_a;pca90p11e6p;2015-12-08;0.99
pack_a;p60c6p4dzfp;2015-12-09;0.99
pack_c;p3b13p440fp;2015-11-20;1.99
bundle_1;pf486p47bcp;2015-11-28;15.99
pack_a;pz6d8p11e7p;2015-11-23;0.99
pack_e;p1z6bp11e7p;2015-11-25;5
pack_b;pczabp11e6p;2015-12-06;1.2
pack_a;p66d4p11e7p;2015-11-25;0.99
bundle_2;pzz8dp442zp;2015-12-05;1.5
pack_c;pbfd0p11e6p;2015-12-11;1.99
pack_c;pff9ep4aeep;2015-11-22;1.99
pack_a;p2z0bp11e7p;2015-11-27;0.99
pack_a;pa088p4azzp;2015-12-06;0.99
pack_a;pda78p4a48p;2015-11-21;0.99
bundle_10;p9b37p11e7p;2015-12-01;18.5
pack_a;pbe46p11e6p;2015-12-09;0.99
pack_c;pc436p11e6p;2015-11-16;1.99
pack_d;p7aczp41bdp;2015-11-14;2.5
pack_c;pa9f8p46f8p;2015-12-05;1.99
pack_e;pf0z4p11e6p;2015-11-20;5
pack_b;pz3b2p11e7p;2015-12-06;1.2
pack_a;pfc14p4c2ep;2015-11-13;0.99
pack_c;pd664p4d4ap;2015-12-05;1.99
pack_a;p3az9p4a4ep;2015-12-08;0.99
pack_a;p9933p4d3dp;2015-11-30;0.99
pack_b;p1c08p460dp;2015-11-17;1.2
bundle_2;p2z76p11e7p;2015-11-27;1.5
bundle_9;pbda4p11e6p;2015-11-29;18.5
bundle_10;p337fp4479p;2015-11-15;18.5
bundle_3;p73c4p44c4p;2015-12-03;21.99
bundle_9;p3az9p4a4ep;2015-11-25;18.5
pack_a;pbdb7p11e6p;2015-12-09;0.99
pack_a;p9ba9p11e7p;2015-12-02;0.99
bundle_2;p9a7ep11e7p;2015-11-28;1.5
pack_a;pbe86p11e6p;2015-12-07;0.99
pack_c;p9817p11e7p;2015-12-04;1.99
bundle_9;p9bcbp11e7p;2015-12-12;18.5
pack_a;pf9eap4e6dp;2015-11-26;0.99
pack_c;pe139p412zp;2015-12-10;1.99
pack_a;pa783p11e7p;2015-12-08;0.99
pack_a;p3f92p401bp;2015-11-20;0.99
pack_a;p0z2fp4f69p;2015-12-12;0.99
pack_a;p7991p11e7p;2015-11-30;0.99
pack_c;p8bc4p11e7p;2015-11-31;1.99
pack_c;pzed4p4zzep;2015-12-01;1.99
pack_c;pe997p11e6p;2015-11-15;1.99
pack_a;p337fp4479p;2015-11-24;0.99
bundle_2;pc8dcp43bdp;2015-11-22;1.5
bundle_3;p34fcp11e7p;2015-12-10;21.99
pack_d;pf1d6p4ca1p;2015-11-28;2.5
bundle_3;p9b3fp11e7p;2015-11-26;21.99
pack_a;p9c06p491dp;2015-11-16;0.99
pack_b;p906cp4c6fp;2015-12-07;1.2
pack_a;p30efp41z2p;2015-11-30;0.99
pack_c;pzc3cp4820p;2015-12-11;1.99
bundle_10;pza3dp41a6p;2015-12-07;18.5
pack_b;pc894p11e6p;2015-12-03;1.2
bundle_9;pz8dzp11e7p;2015-12-06;18.5
pack_a;pa04bp46b3p;2015-11-18;0.99
pack_a;pc3e3p436bp;2015-12-01;0.99
pack_a;pz00cp4163p;2015-11-31;0.99
pack_b;p370ep47cbp;2015-12-11;1.2
pack_c;p91fdp11e7p;2015-11-14;1.99
pack_b;p4ac3p4edfp;2015-11-22;1.2
pack_d;p0e7zp4eefp;2015-11-31;2.5
pack_c;pz798p11e7p;2015-11-16;1.99
pack_e;pc7d0p486dp;2015-11-27;5
pack_a;pz7z4p11e7p;2015-12-04;0.99
bundle_8;p7bd9p11e7p;2015-11-18;18.5
pack_c;p768fp4zzep;2015-12-02;1.99
pack_a;p6effp11e7p;2015-11-13;0.99
pack_a;p7663p4c96p;2015-11-27;0.99
bundle_9;p6d2fp11e7p;2015-11-15;18.5
pack_c;pad1ap46f2p;2015-12-03;1.99
pack_a;p6a3ep11e7p;2015-11-28;0.99
bundle_3;p4ffep11e7p;2015-12-02;21.99
bundle_8;p8d9zp4ca0p;2015-11-24;18.5
bundle_8;p0044p434bp;2015-11-18;18.5
pack_c;p096zp4a8ep;2015-11-23;1.99
bundle_10;pza3dp41a6p;2015-11-17;18.5
pack_b;pcd7fp11e6p;2015-11-12;1.2
bundle_9;pcz0bp11e6p;2015-12-01;18.5
pack_c;pca92p11e6p;2015-12-04;1.99
bundle_9;p9ff3p11e7p;2015-12-03;18.5
pack_a;p6z1bp4e1bp;2015-11-16;0.99
bundle_10;pcb03p11e6p;2015-11-18;18.5
pack_e;pc846p44czp;2015-11-18;5
pack_c;p3c1zp4e14p;2015-11-13;1.99
pack_c;p86a1p4bz8p;2015-11-28;1.99
pack_a;p207cp4z4ep;2015-11-20;0.99
bundle_2;p0zc9p4098p;2015-12-08;1.5
bundle_9;p9e1dp11e7p;2015-12-05;18.5
pack_e;p3428p401ep;2015-11-31;5
bundle_10;pcz44p11e6p;2015-11-20;18.5
bundle_10;p14b1p11e7p;2015-11-26;18.5
bundle_1;pcabdp11e6p;2015-11-14;15.99
pack_e;p61fzp11e7p;2015-12-04;5
bundle_8;pfz92p40z4p;2015-11-14;18.5
bundle_8;pbe28p11e6p;2015-12-01;18.5
pack_a;pz798p11e7p;2015-12-12;0.99
pack_e;p913ep41z7p;2015-12-06;5
pack_b;pe243p11e6p;2015-12-02;1.2
pack_e;pdz02p4996p;2015-12-08;5
bundle_10;p72b1p429bp;2015-11-17;18.5
pack_e;p334ap4d9cp;2015-12-10;5
pack_c;pz7bep11e7p;2015-12-07;1.99
pack_d;p1b3dp11e7p;2015-12-05;2.5
bundle_10;pc968p4z0bp;2015-12-08;18.5
pack_e;pzzb7p11e7p;2015-11-31;5
pack_c;pcz44p11e6p;2015-11-30;1.99
pack_e;pefacp4z21p;2015-11-12;5
pack_b;pca03p4118p;2015-11-19;1.2
pack_c;pf83fp4e09p;2015-12-02;1.99
pack_c;pad4cp4z2dp;2015-11-19;1.99
pack_b;pc3z7p11e6p;2015-12-06;1.2
pack_e;p4z48p11e7p;2015-11-30;5
pack_a;p6433p4fzcp;2015-12-11;0.99
bundle_1;pc1f1p4211p;2015-12-11;15.99
pack_c;pb4b6p48bep;2015-12-10;1.99
pack_c;p8ddap11e7p;2015-12-02;1.99
bundle_1;p913ep41z7p;2015-12-06;15.99
bundle_2;pz76ep4d03p;2015-12-06;1.5
pack_a;p3610p47aap;2015-11-16;0.99
pack_a;pf884p490zp;2015-11-22;0.99
bundle_10;pbe26p11e6p;2015-11-28;18.5
pack_e;p83bep4b0fp;2015-11-28;5
pack_b;pc8b8p4694p;2015-12-06;1.2
pack_a;p74fzp11e7p;2015-11-16;0.99
pack_c;p0e3ep4ccdp;2015-11-30;1.99
bundle_1;pc06ep11e6p;2015-12-12;15.99
pack_a;pbebfp11e6p;2015-12-07;0.99
pack_d;p9az1p11e7p;2015-11-31;2.5
bundle_1;p7263p4ec3p;2015-12-10;15.99
pack_a;p98afp11e7p;2015-11-16;0.99
bundle_1;paed0p466dp;2015-11-21;15.99
pack_c;p66z6p4163p;2015-11-19;1.99
pack_d;p4609p11e7p;2015-12-12;2.5
pack_c;p2abcp11e7p;2015-11-15;1.99
pack_a;p84f3p48a8p;2015-11-22;0.99
pack_d;p67dcp11e7p;2015-11-20;2.5
pack_b;pbdfep11e6p;2015-11-18;1.2
pack_b;p9e0bp11e7p;2015-12-07;1.2
pack_e;pa9bzp4288p;2015-12-11;5
pack_c;p303ep4bzdp;2015-11-31;1.99
pack_a;p04b1p11e7p;2015-11-29;0.99
pack_b;p3e91p406fp;2015-11-31;1.2
pack_a;p1ae4p4b1bp;2015-11-31;0.99
pack_a;p3d74p4d1cp;2015-12-10;0.99
pack_a;p77b8p11e7p;2015-12-08;0.99
pack_b;pa9fep4f89p;2015-11-19;1.2
pack_a;p6b00p42b4p;2015-12-12;0.99
pack_c;p1d0cp4179p;2015-12-01;1.99
pack_a;pz60zp4fc6p;2015-12-08;0.99
pack_a;pbdd8p11e6p;2015-12-03;0.99
pack_c;pc968p4z0bp;2015-12-11;1.99
pack_e;p619ep11e7p;2015-11-19;5
pack_b;pd94ap4czep;2015-12-06;1.2
pack_e;p821bp43fbp;2015-12-05;5
pack_a;pz923p4c41p;2015-12-11;0.99
pack_c;pbdd3p11e6p;2015-11-14;1.99
bundle_2;pzd3ep4a9ap;2015-11-25;1.5
pack_e;pab31p40b2p;2015-11-25;5
bundle_9;p0e26p482ep;2015-12-08;18.5
pack_d;p0401p4b41p;2015-11-17;2.5
pack_d;pbd9bp11e6p;2015-11-28;2.5
pack_e;pee62p11e6p;2015-11-21;5
pack_e;pz186p11e7p;2015-12-08;5
pack_b;pz21cp4fazp;2015-11-12;1.2
pack_b;pd892p4c41p;2015-12-12;1.2
bundle_10;p86bzp11e7p;2015-12-06;18.5
pack_a;p6433p4fzcp;2015-11-16;0.99
bundle_10;pbz7ep460ap;2015-11-24;18.5
pack_a;pdbb6p11e6p;2015-12-11;0.99
bundle_10;pc441p11e6p;2015-11-12;18.5
pack_c;p04a6p11e7p;2015-12-06;1.99
pack_a;p3329p46f7p;2015-11-21;0.99
pack_a;p8b13p4704p;2015-12-06;0.99
pack_c;p71d0p4062p;2015-11-30;1.99
pack_e;p2b8fp4086p;2015-11-13;5
pack_e;pbdf4p11e6p;2015-11-18;5
bundle_9;p6a3ep11e7p;2015-11-24;18.5
pack_c;p2z76p11e7p;2015-12-02;1.99
pack_c;pa61zp11e7p;2015-11-22;1.99
pack_e;p84f6p4d8ep;2015-11-17;5
pack_b;pb6e3p4277p;2015-11-30;1.2
pack_a;pd680p11e6p;2015-12-11;0.99
pack_c;p30dbp414ap;2015-12-07;1.99
pack_b;p0f3cp44aep;2015-11-28;1.2
bundle_3;p34ezp11e7p;2015-11-13;21.99
pack_b;p1de4p4e0ep;2015-11-25;1.2
bundle_9;pab31p40b2p;2015-12-04;18.5
bundle_9;pb662p4cc4p;2015-12-09;18.5
pack_a;p8a7ep11e7p;2015-11-28;0.99
bundle_1;pb287p4fb3p;2015-12-10;15.99
pack_c;p4bb6p11e7p;2015-12-03;1.99
pack_c;p0dcbp4baep;2015-11-27;1.99
pack_a;p2cf9p4f10p;2015-11-19;0.99
pack_a;p1z0ep4169p;2015-11-24;0.99
pack_e;p31d7p4bz7p;2015-12-12;5
pack_c;pz7b7p11e7p;2015-12-02;1.99
pack_c;p8092p4d4dp;2015-12-11;1.99
pack_a;p91d7p11e7p;2015-11-18;0.99
pack_c;pbf47p11e6p;2015-11-30;1.99
pack_b;pdae0p4dc2p;2015-11-27;1.2
pack_d;p8920p11e7p;2015-12-11;2.5
pack_c;pe9a6p4db2p;2015-11-30;1.99
pack_a;pc613p4229p;2015-11-22;0.99
pack_a;pz6d8p11e7p;2015-11-29;0.99
pack_d;pdccdp44bdp;2015-12-01;2.5
pack_a;pdc96p48zep;2015-12-12;0.99
pack_a;pza3dp41a6p;2015-12-06;0.99
pack_b;p9e2ep11e7p;2015-11-17;1.2
bundle_10;pza8bp4c8cp;2015-11-30;18.5
pack_e;pa0c7p4a2bp;2015-11-12;5
pack_c;p2daep46dbp;2015-11-19;1.99
pack_e;p790zp11e7p;2015-12-09;5
pack_a;pcfzep11e6p;2015-11-30;0.99
pack_e;pfdf7p4718p;2015-12-06;5
pack_b;pbdfep11e6p;2015-12-02;1.2
bundle_9;p9f32p11e7p;2015-12-08;18.5
pack_a;p1z31p11e7p;2015-12-12;0.99
bundle_8;p9c18p11e7p;2015-11-14;18.5
pack_b;p7721p4e84p;2015-11-13;1.2
pack_a;p6e01p11e7p;2015-11-13;0.99
pack_c;p096zp4a8ep;2015-12-12;1.99
pack_a;pd41cp4032p;2015-11-13;0.99
pack_a;p6360p11e7p;2015-11-18;0.99
pack_a;pd040p11e6p;2015-11-23;0.99
pack_a;p7120p11e7p;2015-11-20;0.99
bundle_1;p6ed6p4db8p;2015-11-25;15.99
pack_c;pc3f8p11e6p;2015-11-12;1.99
pack_b;p9c36p11e7p;2015-12-06;1.2
bundle_10;p1c08p460dp;2015-12-06;18.5
pack_c;pc491p11e6p;2015-12-11;1.99
pack_c;pfz92p40z4p;2015-11-21;1.99
pack_a;p9c79p11e7p;2015-12-12;0.99
pack_a;pc9f2p11e6p;2015-11-26;0.99
bundle_8;p44z0p11e7p;2015-11-20;18.5
bundle_8;pe6b1p11e6p;2015-11-24;18.5
pack_a;p7e6ep4d28p;2015-12-11;0.99
pack_e;pbe12p11e6p;2015-11-14;5
bundle_3;pca03p4118p;2015-12-08;21.99
pack_d;pdfbzp47fzp;2015-11-26;2.5
pack_a;p334ap4d9cp;2015-11-22;0.99
pack_a;p9b7dp11e7p;2015-12-03;0.99
bundle_3;pcd97p11e6p;2015-12-08;21.99
pack_e;p94c0p11e7p;2015-11-22;5
pack_a;p1bbap11e7p;2015-12-02;0.99
pack_a;p6fbbp476zp;2015-12-12;0.99
bundle_3;p7c18p470cp;2015-12-09;21.99
pack_a;pc32dp11e6p;2015-11-30;0.99
pack_e;pz42dp418dp;2015-12-05;5
bundle_1;p71f8p43fep;2015-11-21;15.99
bundle_3;pa99dp48a7p;2015-11-13;21.99
bundle_9;p40a2p11e7p;2015-11-15;18.5
pack_b;pd966p486ap;2015-12-10;1.2
pack_b;pz2f6p422cp;2015-11-30;1.2
pack_a;pcz73p4f2bp;2015-11-13;0.99
pack_c;pzaa8p11e7p;2015-12-10;1.99
pack_c;p9487p4fa1p;2015-12-05;1.99
bundle_1;pzd68p11e7p;2015-12-05;15.99
pack_b;pa0f4p11e7p;2015-11-29;1.2
pack_a;pa61ap11e7p;2015-12-08;0.99
pack_b;pdccdp44bdp;2015-11-17;1.2
pack_e;pz016p11e7p;2015-11-18;5
pack_c;p43a7p11e7p;2015-11-25;1.99
pack_b;p1z3dp11e7p;2015-12-10;1.2
pack_a;pab31p40b2p;2015-11-16;0.99
pack_a;pz367p11e7p;2015-12-06;0.99
bundle_1;pc478p11e6p;2015-12-12;15.99
pack_c;p42c3p11e7p;2015-11-31;1.99
pack_a;pf876p4076p;2015-12-12;0.99
bundle_8;p6204p11e7p;2015-11-19;18.5
pack_a;p623dp4e4ep;2015-12-07;0.99
bundle_2;pc123p11e6p;2015-11-16;1.5
pack_c;p24c6p4bebp;2015-12-01;1.99
pack_a;p9ab1p11e7p;2015-11-19;0.99
pack_c;p9b90p11e7p;2015-11-28;1.99
pack_e;p2cf9p4f10p;2015-11-17;5
pack_a;pbdf0p11e6p;2015-11-28;0.99
pack_a;pc02zp11e6p;2015-12-01;0.99
pack_c;pc099p11e6p;2015-11-25;1.99
pack_d;p9bb0p11e7p;2015-12-11;2.5
bundle_10;pz1f9p47zzp;2015-11-21;18.5
bundle_8;pz839p11e7p;2015-12-07;18.5
pack_c;pz76ep4d03p;2015-12-04;1.99
pack_c;p7872p11e7p;2015-11-19;1.99
pack_e;p694dp11e7p;2015-12-07;5
pack_c;pb2f6p4f09p;2015-11-25;1.99
pack_e;pb40ap4906p;2015-11-27;5
bundle_1;p22z7p4790p;2015-11-16;15.99
pack_c;pfd03p41z7p;2015-12-03;1.99
pack_e;p16f2p11e7p;2015-12-10;5
pack_a;peaeep4dd9p;2015-11-14;0.99
pack_a;pbda8p11e6p;2015-12-04;0.99
bundle_9;pdaaap4867p;2015-11-12;18.5
pack_c;p6e01p11e7p;2015-11-27;1.99
pack_e;pe646p487bp;2015-12-01;5
pack_a;pe9cfp40c4p;2015-11-23;0.99
pack_e;p3920p11e7p;2015-11-26;5
bundle_10;pz923p4c41p;2015-11-18;18.5
pack_a;p67dcp11e7p;2015-11-25;0.99
pack_a;pcb66p11e6p;2015-11-22;0.99
pack_a;peb06p4dbbp;2015-11-20;0.99
bundle_2;p4904p43e3p;2015-11-31;1.5
pack_c;pzdc1p11e7p;2015-12-02;1.99
pack_e;pa82fp11e7p;2015-12-09;5
pack_e;p42c0p47a9p;2015-11-23;5
pack_a;pc9z2p4300p;2015-12-05;0.99
bundle_8;pz3b2p11e7p;2015-12-09;18.5
pack_b;p1f88p4f9dp;2015-11-12;1.2
pack_a;p14bzp11e7p;2015-11-25;0.99
pack_a;pa0f4p11e7p;2015-11-28;0.99
pack_d;pa4dcp11e7p;2015-11-28;2.5
pack_c;pdbb6p11e6p;2015-12-03;1.99
pack_a;pcda8p47a4p;2015-11-21;0.99
pack_a;p73c9p494cp;2015-12-04;0.99
bundle_1;pc4b8p11e6p;2015-11-26;15.99
pack_e;pcz3ep11e6p;2015-12-04;5
bundle_3;pa0z8p404zp;2015-11-31;21.99
bundle_3;p9adbp11e7p;2015-12-07;21.99
pack_b;p821bp43fbp;2015-11-27;1.2
pack_c;pc02zp11e6p;2015-12-06;1.99
pack_c;p623dp4e4ep;2015-11-20;1.99
bundle_9;pd470p4ez1p;2015-11-18;18.5
bundle_10;pbe20p11e6p;2015-11-21;18.5
pack_c;pbff4p11e6p;2015-11-18;1.99
pack_a;p3297p11e7p;2015-11-16;0.99
bundle_3;p9899p11e7p;2015-12-08;21.99
pack_c;p0b6cp41bcp;2015-11-12;1.99
pack_a;pfdbbp40a7p;2015-11-26;0.99
bundle_1;p2101p44c4p;2015-12-04;15.99
pack_a;pz4bcp4443p;2015-11-17;0.99
pack_e;pcd98p406dp;2015-11-13;5
bundle_9;pb03ap47ffp;2015-11-31;18.5
pack_b;p60ezp11e7p;2015-11-23;1.2
pack_d;pe7eap4z01p;2015-11-20;2.5
pack_a;p86a1p4bz8p;2015-12-01;0.99
bundle_1;p9b06p11e7p;2015-12-12;15.99
pack_e;pz6z0p11e7p;2015-12-05;5
pack_c;pbfa9p11e6p;2015-11-18;1.99
pack_e;p1ce3p44acp;2015-11-30;5
bundle_9;p8zz8p466dp;2015-12-08;18.5
pack_a;pde34p4fa6p;2015-12-07;0.99
bundle_10;pb0z7p421bp;2015-11-15;18.5
pack_e;pz799p11e7p;2015-12-02;5
pack_a;p184dp43e9p;2015-11-21;0.99
bundle_10;p9a7fp11e7p;2015-11-31;18.5
pack_b;pz6e2p11e7p;2015-11-31;1.2
pack_e;pzf68p11e7p;2015-12-06;5
pack_e;p271ap4bd1p;2015-11-13;5
pack_c;pz70dp11e7p;2015-12-01;1.99
pack_a;p626bp419cp;2015-11-24;0.99
pack_c;p4648p420ep;2015-12-07;1.99
pack_c;p7492p11e7p;2015-12-07;1.99
pack_a;pd142p4b2zp;2015-11-29;0.99
bundle_8;p3329p46f7p;2015-11-13;18.5
pack_a;p14dfp11e7p;2015-11-28;0.99
pack_a;p0130p479bp;2015-11-13;0.99
pack_e;p21c4p11e7p;2015-12-12;5
pack_b;pza94p49zbp;2015-11-12;1.2
bundle_9;pcz44p11e6p;2015-11-21;18.5
pack_c;pa1z9p4d03p;2015-11-22;1.99
pack_e;pfb36p11e6p;2015-11-20;5
pack_d;p338ap4982p;2015-11-18;2.5
pack_b;pzbd2p11e7p;2015-11-18;1.2
pack_e;p99bcp11e7p;2015-12-07;5
pack_e;p34f0p4e4ap;2015-12-08;5
pack_b;pfebzp11e6p;2015-11-21;1.2
pack_a;pcb60p11e6p;2015-12-04;0.99
pack_c;p9bbep11e7p;2015-11-15;1.99
bundle_9;p01c2p4dd3p;2015-11-27;18.5
pack_a;p6b39p43e3p;2015-11-13;0.99
pack_a;peffep4914p;2015-12-11;0.99
pack_d;pbe09p11e6p;2015-11-20;2.5
pack_c;pbd8ep11e6p;2015-11-29;1.99
pack_a;pzzf2p11e7p;2015-12-07;0.99
pack_d;pc81ap11e6p;2015-11-31;2.5
pack_a;pc336p11e6p;2015-12-01;0.99
pack_a;p98d9p42azp;2015-11-29;0.99
pack_d;pezc8p11e6p;2015-11-18;2.5
pack_c;p13bdp49bfp;2015-12-06;1.99
pack_a;p9cfap11e7p;2015-11-19;0.99
pack_e;p77aap48eap;2015-11-16;5
pack_c;p990bp11e7p;2015-11-27;1.99
pack_c;p8z0dp11e7p;2015-11-27;1.99
bundle_10;p9268p441ep;2015-11-20;18.5
pack_a;p999bp11e7p;2015-11-13;0.99
pack_c;p1689p11e7p;2015-11-30;1.99
pack_b;pz398p11e7p;2015-11-30;1.2
bundle_9;p1a16p11e7p;2015-12-02;18.5
pack_c;p4bb6p11e7p;2015-11-20;1.99
pack_c;p6fbbp476zp;2015-12-11;1.99
pack_c;p9bf0p11e7p;2015-11-25;1.99
pack_a;p1ee9p4323p;2015-12-01;0.99
bundle_8;p62e6p4bz9p;2015-12-10;18.5
pack_a;p491ep11e7p;2015-11-19;0.99
pack_a;pd993p47eap;2015-11-22;0.99
bundle_9;p9b33p4eacp;2015-12-05;18.5
pack_c;pe74ap49aep;2015-12-04;1.99
pack_c;p14ezp11e7p;2015-11-24;1.99
pack_a;p4cd8p4a6fp;2015-12-04;0.99
pack_b;p61cap4999p;2015-11-25;1.2
bundle_8;p7079p42zep;2015-12-09;18.5
pack_b;p294ep11e7p;2015-12-03;1.2
pack_b;p43a7p11e7p;2015-11-21;1.2
bundle_10;pz2z1p11e7p;2015-12-05;18.5
pack_a;p0zd9p4ec1p;2015-11-21;0.99
pack_c;pz634p11e7p;2015-11-14;1.99
pack_e;p14bap4z97p;2015-11-13;5
bundle_9;pzdc1p11e7p;2015-11-13;18.5
bundle_3;pf78bp42b3p;2015-12-10;21.99
bundle_1;p7ef7p11e7p;2015-11-18;15.99
pack_e;pb7ecp4800p;2015-11-30;5
pack_c;p7439p42dzp;2015-11-31;1.99
pack_a;pfd7dp421bp;2015-12-09;0.99
pack_a;p94d8p44bap;2015-12-10;0.99
pack_c;p7492p11e7p;2015-11-16;1.99
pack_c;pc3z7p11e6p;2015-11-22;1.99
pack_a;pz121p47cbp;2015-11-24;0.99
bundle_10;pb38bp41z4p;2015-11-13;18.5
bundle_3;pbdf7p11e6p;2015-11-16;21.99
pack_a;p6676p11e7p;2015-12-01;0.99
bundle_9;pbd8bp11e6p;2015-11-25;18.5
bundle_8;p694ap11e7p;2015-11-20;18.5
pack_a;p14d0p11e7p;2015-12-05;0.99
pack_a;p2e4ep43f3p;2015-12-01;0.99
pack_e;p631cp11e7p;2015-11-28;5
pack_a;pz1c4p11e7p;2015-11-16;0.99
pack_c;pdbf4p44zfp;2015-12-06;1.99
bundle_2;pza20p11e7p;2015-12-12;1.5
pack_a;p03b9p48f3p;2015-11-12;0.99
pack_e;pec38p4e4ap;2015-11-30;5
pack_a;p4e84p42fbp;2015-12-05;0.99
pack_c;p76c7p11e7p;2015-11-15;1.99
pack_b;pe4f7p4462p;2015-12-02;1.2
bundle_10;p6dzfp11e7p;2015-11-21;18.5
pack_c;p97f1p47cdp;2015-11-26;1.99
pack_a;pd993p47eap;2015-11-21;0.99
pack_e;p8ez4p11e7p;2015-12-03;5
pack_a;p331ep4f7fp;2015-12-12;0.99
pack_a;p0e7zp4eefp;2015-12-02;0.99
pack_c;pa1z9p4d03p;2015-11-24;1.99
pack_a;pza20p11e7p;2015-11-31;0.99
bundle_10;pa9fep4f89p;2015-11-20;18.5
pack_c;p814bp4e6zp;2015-12-11;1.99
bundle_8;pcf68p4324p;2015-11-24;18.5
pack_e;p16f2p11e7p;2015-11-21;5
pack_c;paz09p11e7p;2015-11-20;1.99
bundle_8;p6676p11e7p;2015-12-08;18.5
bundle_2;pa4d6p40b0p;2015-11-18;1.5
bundle_9;pe12zp4z7ep;2015-11-16;18.5
bundle_9;pzz7zp11e7p;2015-12-11;18.5
bundle_10;pd47zp4adzp;2015-12-04;18.5
pack_a;p2013p42dfp;2015-11-16;0.99
pack_c;pzzecp11e7p;2015-11-25;1.99
pack_a;pz923p4c41p;2015-12-12;0.99
bundle_1;p26dbp40edp;2015-12-09;15.99
pack_c;p98d9p42azp;2015-12-05;1.99
bundle_9;p6dzfp11e7p;2015-11-29;18.5
pack_e;pc279p11e6p;2015-12-10;5
bundle_3;pbe02p11e6p;2015-12-11;21.99
pack_a;pcaz1p443fp;2015-11-25;0.99
pack_b;pf8e2p11e6p;2015-11-22;1.2
pack_a;p8043p11e7p;2015-11-19;0.99
pack_a;p99cdp11e7p;2015-12-12;0.99
pack_c;p0130p479bp;2015-12-10;1.99
pack_c;p6effp11e7p;2015-11-19;1.99
pack_e;p7436p42z6p;2015-12-09;5
pack_b;pbec7p11e6p;2015-11-13;1.2
pack_a;p1499p479dp;2015-11-15;0.99
pack_d;p90zep11e7p;2015-11-25;2.5
pack_e;pbezfp11e6p;2015-11-12;5
pack_a;p14bzp11e7p;2015-11-19;0.99
pack_e;p987zp11e7p;2015-11-20;5
pack_c;p91edp4e4cp;2015-11-23;1.99
pack_d;p2bf1p44z2p;2015-11-27;2.5
bundle_10;pcad1p11e6p;2015-12-08;18.5
pack_a;p99bcp11e7p;2015-11-25;0.99
pack_c;pfz20p11e6p;2015-12-12;1.99
bundle_1;p9f90p4c7ap;2015-12-06;15.99
pack_c;p814bp4e6zp;2015-11-22;1.99
pack_a;p8c76p11e7p;2015-12-04;0.99
pack_b;p7e3cp4dd0p;2015-11-25;1.2
pack_a;pbdczp11e6p;2015-11-22;0.99
bundle_10;pe8f3p4d7zp;2015-12-02;18.5
pack_e;pa8b3p49e9p;2015-11-29;5
pack_c;p8c76p11e7p;2015-11-30;1.99
pack_a;pcz39p11e6p;2015-11-17;0.99
pack_c;pfcfzp4z4dp;2015-11-26;1.99
pack_a;p87cep4220p;2015-12-07;0.99
pack_a;pz9b9p11e7p;2015-12-02;0.99
pack_a;pb66zp4e7bp;2015-12-04;0.99
pack_c;pz186p11e7p;2015-12-10;1.99
bundle_1;pbfc1p11e6p;2015-12-06;15.99
pack_c;pc8zdp40b7p;2015-11-20;1.99
pack_e;pc8dcp43bdp;2015-11-14;5
bundle_8;pf1d6p4ca1p;2015-11-15;18.5
pack_a;pzc3cp4820p;2015-12-06;0.99
pack_a;pzaa8p11e7p;2015-11-28;0.99
pack_c;p8efbp11e7p;2015-11-23;1.99
pack_d;pd9abp11e6p;2015-12-01;2.5
bundle_9;p3763p43ezp;2015-11-16;18.5
pack_a;p83b8p4989p;2015-11-24;0.99
bundle_9;pa0ebp11e7p;2015-11-16;18.5
bundle_2;p7d4ap11e7p;2015-11-17;1.5
pack_a;p0a8cp466ep;2015-11-29;0.99
pack_d;pc238p11e6p;2015-11-31;2.5
pack_a;pc81ap11e6p;2015-12-12;0.99
bundle_2;p083cp11e7p;2015-11-18;1.5
pack_c;pe230p4161p;2015-11-23;1.99
bundle_9;pz64dp11e7p;2015-11-17;18.5
pack_a;pcaz1p443fp;2015-11-26;0.99
bundle_9;p826ep49z0p;2015-12-06;18.5
pack_c;pca00p11e6p;2015-12-05;1.99
bundle_3;pfd03p41z7p;2015-11-12;21.99
pack_b;pe0e0p4z07p;2015-11-30;1.2
pack_c;pb829p4ca0p;2015-12-11;1.99
pack_d;p8443p4zzfp;2015-11-23;2.5
bundle_3;pz660p11e7p;2015-11-29;21.99
pack_e;pbezfp11e6p;2015-11-28;5
pack_e;p9b98p11e7p;2015-11-14;5
pack_c;pf19fp4bf2p;2015-11-13;1.99
pack_e;p7f00p4z41p;2015-11-22;5
bundle_1;pc882p11e6p;2015-11-17;15.99
pack_d;p60c6p4dzfp;2015-11-26;2.5
pack_a;pbf36p11e6p;2015-12-06;0.99
pack_a;pbe94p11e6p;2015-11-18;0.99
pack_b;p3314p4b68p;2015-12-09;1.2
